,#AUTHID,STATUS,sentiNEG,sentiPOS,sentiNEU,sentiCOMPOUND,sEXT,sNEU,sAGR,sCON,sOPN,cEXT,cNEU,cAGR,cCON,cOPN,DATE,NETWORKSIZE,BETWEENNESS,NBETWEENNESS,DENSITY,BROKERAGE,NBROKERAGE,TRANSITIVITY,Unnamed: 20,Unnamed: 21
7030,e557fd2902b857797cb8cec471f201a5,miss ash heap xoxo,0,0,1,0,2.95,1.5,3,3.4,4.3,n,n,n,n,y,10-02-2009 16:38,689,233003,98.59,0.01,235127,0.5,0.03,,
7031,e557fd2902b857797cb8cec471f201a5,drink jazza tiggs,0,0.516,0.484,0.7506,2.95,1.5,3,3.4,4.3,n,n,n,n,y,11/17/09 12:33 AM,689,233003,98.59,0.01,235127,0.5,0.03,,
7032,e557fd2902b857797cb8cec471f201a5,yay booked family portrait,0,0,1,0,2.95,1.5,3,3.4,4.3,n,n,n,n,y,11/27/09 04:35 PM,689,233003,98.59,0.01,235127,0.5,0.03,,
7033,e557fd2902b857797cb8cec471f201a5,not courvoisier,0,0,1,0,2.95,1.5,3,3.4,4.3,n,n,n,n,y,10/21/09 08:27 PM,689,233003,98.59,0.01,235127,0.5,0.03,,
7034,e557fd2902b857797cb8cec471f201a5,didnt even realise bendigo cup 2morrow hahaha updated time anyways portrait absolutely fantastic hmmm 2morrow alot housework catch suck bigtime never ending,0.242,0,0.758,-0.1531,2.95,1.5,3,3.4,4.3,n,n,n,n,y,11/30/09 01:11 AM,689,233003,98.59,0.01,235127,0.5,0.03,,
7035,e557fd2902b857797cb8cec471f201a5,beverage hurry people lol,0,0.507,0.493,0.8519,2.95,1.5,3,3.4,4.3,n,n,n,n,y,11/16/09 12:51 AM,689,233003,98.59,0.01,235127,0.5,0.03,,
7036,e557fd2902b857797cb8cec471f201a5,ash pissing grrrrrrrr,0.372,0.179,0.449,-0.4588,2.95,1.5,3,3.4,4.3,n,n,n,n,y,12-09-2009 00:21,689,233003,98.59,0.01,235127,0.5,0.03,,
7037,e557fd2902b857797cb8cec471f201a5,shopping dress amber clothes havin beer chillaxin,0,0.583,0.417,0.4215,2.95,1.5,3,3.4,4.3,n,n,n,n,y,12-04-2009 03:18,689,233003,98.59,0.01,235127,0.5,0.03,,
7038,e557fd2902b857797cb8cec471f201a5,dropped boyz airporthennessey come crunk juice lol,0,0.474,0.526,0.4019,2.95,1.5,3,3.4,4.3,n,n,n,n,y,12/28/09 03:26 AM,689,233003,98.59,0.01,235127,0.5,0.03,,
7039,e557fd2902b857797cb8cec471f201a5,made best citrus cous cous salad tea pumpkin potato croquette yumm,0,0.703,0.297,0.7964,2.95,1.5,3,3.4,4.3,n,n,n,n,y,12/26/09 08:06 AM,689,233003,98.59,0.01,235127,0.5,0.03,,
7040,e557fd2902b857797cb8cec471f201a5,hmmm ash cooking dinner tonight question when lol,0,0.332,0.668,0.7147,2.95,1.5,3,3.4,4.3,n,n,n,n,y,12-11-2009 02:20,689,233003,98.59,0.01,235127,0.5,0.03,,
7041,e557fd2902b857797cb8cec471f201a5,confused cant wait till girl,0,0,1,0,2.95,1.5,3,3.4,4.3,n,n,n,n,y,12/22/09 09:51 PM,689,233003,98.59,0.01,235127,0.5,0.03,,
7042,e557fd2902b857797cb8cec471f201a5,many live deserve death die deserve life give them eager deal death judgement even wise cannot ends? tolkein lord ringsConfusion,0,0.623,0.377,0.5106,2.95,1.5,3,3.4,4.3,n,n,n,n,y,12/16/09 07:44 PM,689,233003,98.59,0.01,235127,0.5,0.03,,
7043,e557fd2902b857797cb8cec471f201a5,clog tea so good having beer,0.351,0.125,0.524,-0.9042,2.95,1.5,3,3.4,4.3,n,n,n,n,y,01-11-2010 22:28,689,233003,98.59,0.01,235127,0.5,0.03,,
7044,e557fd2902b857797cb8cec471f201a5,nan howarths whole family yesterday nanna poppi khoos yay,0.609,0,0.391,-0.5667,2.95,1.5,3,3.4,4.3,n,n,n,n,y,01/15/10 12:19 AM,689,233003,98.59,0.01,235127,0.5,0.03,,
7045,e557fd2902b857797cb8cec471f201a5,rockin paramore,0,0,1,0,2.95,1.5,3,3.4,4.3,n,n,n,n,y,01/18/10 12:34 PM,689,233003,98.59,0.01,235127,0.5,0.03,,
7046,e557fd2902b857797cb8cec471f201a5,hell tired im heading bed nite xo peace,0,0,0,0,2.95,1.5,3,3.4,4.3,n,n,n,n,y,01/17/10 05:25 PM,689,233003,98.59,0.01,235127,0.5,0.03,,
7047,e557fd2902b857797cb8cec471f201a5,ash freakkkkkkk,0,0,1,0,2.95,1.5,3,3.4,4.3,n,n,n,n,y,01/26/10 01:48 PM,689,233003,98.59,0.01,235127,0.5,0.03,,
7048,e557fd2902b857797cb8cec471f201a5,shot petrone da da da da da da da da shot shot shot shot,0,0,1,0,2.95,1.5,3,3.4,4.3,n,n,n,n,y,01-07-2010 23:02,689,233003,98.59,0.01,235127,0.5,0.03,,
7049,e557fd2902b857797cb8cec471f201a5,waitin watos 2 here takin sweet time lol,0.091,0,0.909,-0.128,2.95,1.5,3,3.4,4.3,n,n,n,n,y,01-09-2010 19:24,689,233003,98.59,0.01,235127,0.5,0.03,,
7050,e557fd2902b857797cb8cec471f201a5,tattoo drawn today excited mite peircing im about,0.143,0.418,0.44,0.7184,2.95,1.5,3,3.4,4.3,n,n,n,n,y,01-10-2010 22:45,689,233003,98.59,0.01,235127,0.5,0.03,,
7051,e557fd2902b857797cb8cec471f201a5,listening alicia key albumso far likeHappyfaceorsmiley awesome,0.267,0.352,0.381,0.2263,2.95,1.5,3,3.4,4.3,n,n,n,n,y,01/19/10 05:11 PM,689,233003,98.59,0.01,235127,0.5,0.03,,
7052,e557fd2902b857797cb8cec471f201a5,karate chopped homeless guy dinner table in ninja,0.325,0.545,0.13,0.4019,2.95,1.5,3,3.4,4.3,n,n,n,n,y,01-05-2010 13:16,689,233003,98.59,0.01,235127,0.5,0.03,,
7053,e557fd2902b857797cb8cec471f201a5,think karma amazing thing,0,0,1,0,2.95,1.5,3,3.4,4.3,n,n,n,n,y,01/25/10 12:38 AM,689,233003,98.59,0.01,235127,0.5,0.03,,
7054,e557fd2902b857797cb8cec471f201a5,blaahhhhh crappy morning,0,0,1,0,2.95,1.5,3,3.4,4.3,n,n,n,n,y,02/13/10 01:51 PM,689,233003,98.59,0.01,235127,0.5,0.03,,
7055,e557fd2902b857797cb8cec471f201a5,never pretend actually feel command,0,0,1,0,2.95,1.5,3,3.4,4.3,n,n,n,n,y,10/18/09 07:19 PM,689,233003,98.59,0.01,235127,0.5,0.03,,
7056,e557fd2902b857797cb8cec471f201a5,made batch peppermint foot scrub work wonders it,0,0,1,0,2.95,1.5,3,3.4,4.3,n,n,n,n,y,01/29/10 09:39 AM,689,233003,98.59,0.01,235127,0.5,0.03,,
7057,ac8bf16a381d07c01b11651994ecb746,pepper steak baby honey carrots steamed zucchini broccoli eggplant baby potatoes red wine gravy soooo gooood,0,0,1,0,2.7,3.65,3.4,3.1,4.42,n,y,n,n,y,06/18/09 10:02 PM,177,14210.2,92.27,0.05,14795,0.48,0.27,,
7058,540159466df2f050426692ddaac1eab4,beer listening tune pretty bored hey,0,0.432,0.568,0.872,3,1.75,4,4.75,4,n,n,y,y,y,06/30/09 07:47 AM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7059,540159466df2f050426692ddaac1eab4,???????keep australia wave going???????? ???????????? ?? ???????keep australia wave going???????? ???????????? ?? ???????keep australia wave going???????? ???????????? ??pass ???,0,0,1,0,3,1.75,4,4.75,4,n,n,y,y,y,08-11-2009 19:11,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7060,540159466df2f050426692ddaac1eab4,loving book recommend the house night series everyone,0,0,1,0,3,1.75,4,4.75,4,n,n,y,y,y,07-10-2009 04:14,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7061,540159466df2f050426692ddaac1eab4,9 inch,0.141,0.154,0.705,0.0516,3,1.75,4,4.75,4,n,n,y,y,y,07-07-2009 20:49,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7062,540159466df2f050426692ddaac1eab4,urbandictionarycom type name copy paste status put entry name status,0,0,1,0,3,1.75,4,4.75,4,n,n,y,y,y,08/13/09 07:27 PM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7063,540159466df2f050426692ddaac1eab4,miss sound winds voice whispering trees,0.42,0,0.58,-0.4404,3,1.75,4,4.75,4,n,n,y,y,y,07/31/09 10:04 PM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7064,540159466df2f050426692ddaac1eab4,key realizing dream focus success significance even small step victory along path greater meaning,0.391,0.124,0.485,-0.6075,3,1.75,4,4.75,4,n,n,y,y,y,08-05-2009 23:56,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7065,540159466df2f050426692ddaac1eab4,bloody tired taking beach tomorrow even brought bucket spade lol,0.286,0,0.714,-0.4939,3,1.75,4,4.75,4,n,n,y,y,y,08/19/09 02:46 AM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7066,540159466df2f050426692ddaac1eab4,stay true you,0.291,0.288,0.421,0.2392,3,1.75,4,4.75,4,n,n,y,y,y,08/22/09 07:02 PM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7067,540159466df2f050426692ddaac1eab4,market yes brought candles,0.193,0.312,0.495,0.34,3,1.75,4,4.75,4,n,n,y,y,y,07/13/09 05:02 AM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7068,540159466df2f050426692ddaac1eab4,wedderburn celebrate halloween weekend yay,0,0.31,0.69,0.2023,3,1.75,4,4.75,4,n,n,y,y,y,07/28/09 08:48 PM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7069,540159466df2f050426692ddaac1eab4,many is million never lose everything looking wake morning beside thankful found everything looking,0,0.198,0.802,0.4939,3,1.75,4,4.75,4,n,n,y,y,y,07/23/09 06:49 PM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7070,540159466df2f050426692ddaac1eab4,finished house duty cuppa chill girl,0.107,0.333,0.56,0.8519,3,1.75,4,4.75,4,n,n,y,y,y,09/14/09 04:54 AM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7071,540159466df2f050426692ddaac1eab4,cheer freakin weekend,0,0,1,0,3,1.75,4,4.75,4,n,n,y,y,y,08/26/09 05:02 AM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7072,540159466df2f050426692ddaac1eab4,wear makeup fake dressed up tart say think bitch cry sometimes drama queen guy friends slut stand myself mouthy seems anything day without labeled what ahead label me give shit repost proud are x x,0.111,0.496,0.393,0.8335,3,1.75,4,4.75,4,n,n,y,y,y,08/31/09 10:11 PM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7073,540159466df2f050426692ddaac1eab4,couldnt ask better support system,0.252,0.297,0.45,0.128,3,1.75,4,4.75,4,n,n,y,y,y,09/17/09 07:30 PM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7074,540159466df2f050426692ddaac1eab4,go,0,0.39,0.61,0.7506,3,1.75,4,4.75,4,n,n,y,y,y,10/16/09 01:24 AM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7075,540159466df2f050426692ddaac1eab4,i,0,0.412,0.588,0.4215,3,1.75,4,4.75,4,n,n,y,y,y,10/13/09 12:41 AM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7076,540159466df2f050426692ddaac1eab4,move daylesford,0.252,0.137,0.611,-0.3612,3,1.75,4,4.75,4,n,n,y,y,y,09-11-2009 19:14,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7077,540159466df2f050426692ddaac1eab4,heading minute look bike bees birthday morning,0,0.36,0.64,0.8074,3,1.75,4,4.75,4,n,n,y,y,y,10/13/09 11:49 PM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7078,540159466df2f050426692ddaac1eab4,time tough learn something yourself life path taken around you im moment dont change anything chapter,0.088,0.338,0.574,0.8074,3,1.75,4,4.75,4,n,n,y,y,y,09/18/09 06:19 PM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7079,540159466df2f050426692ddaac1eab4,came win fight conquer thrive came win survive prosper came fly,0,0.409,0.591,0.8225,3,1.75,4,4.75,4,n,n,y,y,y,09/29/09 12:18 AM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7080,540159466df2f050426692ddaac1eab4,regret letoya feat ludacris perfect song,0.077,0.425,0.498,0.8271,3,1.75,4,4.75,4,n,n,y,y,y,10/24/09 01:15 AM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7081,540159466df2f050426692ddaac1eab4,doowop hooligan love,0.245,0.249,0.506,0.2732,3,1.75,4,4.75,4,n,n,y,y,y,09/26/09 05:35 AM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7082,540159466df2f050426692ddaac1eab4,hardcore shoppimg bees,0.128,0.283,0.59,0.743,3,1.75,4,4.75,4,n,n,y,y,y,09/21/09 11:24 PM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7083,540159466df2f050426692ddaac1eab4,out met family mauritius didnt had brought amber nearly entire wardrobe bike goodies,0.059,0.303,0.638,0.8807,3,1.75,4,4.75,4,n,n,y,y,y,11/24/09 09:16 AM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7084,540159466df2f050426692ddaac1eab4,meditation time,0.412,0,0.588,-0.1027,3,1.75,4,4.75,4,n,n,y,y,y,11-07-2009 21:37,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7085,540159466df2f050426692ddaac1eab4,mansfield again,0,0.608,0.392,0.7351,3,1.75,4,4.75,4,n,n,y,y,y,12-02-2009 06:00,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7086,540159466df2f050426692ddaac1eab4,read book,0,0.414,0.586,0.8481,3,1.75,4,4.75,4,n,n,y,y,y,10/29/09 03:53 AM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7087,540159466df2f050426692ddaac1eab4,beyond caring came live live hand can't determine what's gonna peace that dont long believe myself,0,0,1,0,3,1.75,4,4.75,4,n,n,y,y,y,12-08-2009 01:53,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7088,540159466df2f050426692ddaac1eab4,pineapple,0,0.225,0.775,0.4939,3,1.75,4,4.75,4,n,n,y,y,y,12/15/09 01:39 AM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7089,540159466df2f050426692ddaac1eab4,dinner tonight deck mansfield cannot wait,0,0.424,0.576,0.9403,3,1.75,4,4.75,4,n,n,y,y,y,12/13/09 07:46 PM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7090,540159466df2f050426692ddaac1eab4,cooking made chilli lime coriander burger yummm feel beer poker no one play,0,0,1,0,3,1.75,4,4.75,4,n,n,y,y,y,12/18/09 07:36 AM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7091,540159466df2f050426692ddaac1eab4,soon cbf,0,0.384,0.616,0.6808,3,1.75,4,4.75,4,n,n,y,y,y,12/19/09 02:03 AM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7092,540159466df2f050426692ddaac1eab4,tired cant wait baby girl,0.264,0.176,0.56,-0.3182,3,1.75,4,4.75,4,n,n,y,y,y,12/23/09 09:18 PM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7093,540159466df2f050426692ddaac1eab4,never huge michael jackson fan reason stop thinking sad passed away believe it,0.381,0,0.619,-0.5719,3,1.75,4,4.75,4,n,n,y,y,y,12/31/09 02:19 AM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7094,540159466df2f050426692ddaac1eab4,mad river uncle fattys tnite rockit tmrw spain week,0.328,0.252,0.42,-0.2263,3,1.75,4,4.75,4,n,n,y,y,y,12/21/09 04:15 AM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7095,540159466df2f050426692ddaac1eab4,world seems lot different without closest friends unbelievable awesome,0,0,1,0,3,1.75,4,4.75,4,n,n,y,y,y,08-06-2009 19:57,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7096,540159466df2f050426692ddaac1eab4,wsop cash games finished reading brave world death black hole propname book good,0.113,0.226,0.66,0.296,3,1.75,4,4.75,4,n,n,y,y,y,01-04-2010 04:48,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7097,540159466df2f050426692ddaac1eab4,playing main event today 1b,0.264,0.402,0.335,0.5106,3,1.75,4,4.75,4,n,n,y,y,y,01/23/10 07:38 PM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7098,540159466df2f050426692ddaac1eab4,main event 11k far 2 ive playing cash game nonstop two day though probably play today out planning propnames wedding,0,0.623,0.377,0.5106,3,1.75,4,4.75,4,n,n,y,y,y,01/13/10 12:43 AM,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7099,540159466df2f050426692ddaac1eab4,read propnames check raising devil sitting enjoyed it honest look life glimpse sometimes fun sometimes dark side vega gambling also watching the universe dvd set still amazing lik,0.157,0.204,0.638,0.0258,3,1.75,4,4.75,4,n,n,y,y,y,10-10-2009 21:08,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7100,540159466df2f050426692ddaac1eab4,left country enough poker wsop travel around bit,0.17,0.302,0.528,0.6705,3,1.75,4,4.75,4,n,n,y,y,y,02-11-2010 06:32,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7101,540159466df2f050426692ddaac1eab4,vegas ready win main event  bc never win tournament hopefully  anyways Happyfacesmiley,0,0.495,0.505,0.9666,3,1.75,4,4.75,4,n,n,y,y,y,02-02-2010 06:07,315,47078.6,95.8,0.03,48149,0.49,0.19,,
7102,8de8bd927b7382cb4fa28b96d9c1d539,started hot yoga enjoys it ill habit,0,0.348,0.652,0.4939,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,06/26/09 04:36 PM,562,146858,93.49,0.02,155268,0.49,0.06,,
7103,8de8bd927b7382cb4fa28b96d9c1d539,video wedding blast congratulation both ready high stake gambling las vegas time,0.088,0.207,0.706,0.7096,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,07-02-2009 00:33,562,146858,93.49,0.02,155268,0.49,0.06,,
7104,8de8bd927b7382cb4fa28b96d9c1d539,leaving manila hour nice france,0,0,1,0,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,07/18/09 07:49 AM,562,146858,93.49,0.02,155268,0.49,0.06,,
7105,8de8bd927b7382cb4fa28b96d9c1d539,sick poker playing fallout 3 lot day instead poker day Happyfacesmiley,0,0.469,0.531,0.6486,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,07/24/09 02:17 AM,562,146858,93.49,0.02,155268,0.49,0.06,,
7106,8de8bd927b7382cb4fa28b96d9c1d539,chillin boracay shangrila place beautiful farm country philippines massacred mosquitoes day sun relaxation recover Happyfacesmiley,0,0.501,0.499,0.9686,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,06/21/09 03:07 PM,562,146858,93.49,0.02,155268,0.49,0.06,,
7107,8de8bd927b7382cb4fa28b96d9c1d539,playing ftops main event hotel nice trying stay patient tho tired travelling sleep tomorrow week yacht rr  fun  whole lotta gambling sound slice heaven,0,0,1,0,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,08-10-2009 18:58,562,146858,93.49,0.02,155268,0.49,0.06,,
7108,8de8bd927b7382cb4fa28b96d9c1d539,posting 30000 foot surface earth somewhere nebraska airplane wow amazing world live in,0.066,0.418,0.516,0.8176,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,09-11-2009 21:02,562,146858,93.49,0.02,155268,0.49,0.06,,
7109,8de8bd927b7382cb4fa28b96d9c1d539,wow many cool stories boat r fun cannes tournament coming couple days  homesick gone almost 2 month,0.325,0.153,0.522,-0.5106,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,09-10-2009 00:01,562,146858,93.49,0.02,155268,0.49,0.06,,
7110,8de8bd927b7382cb4fa28b96d9c1d539,fullfledged bikram a 90minute class opposed 60 minute class already done Confusion hard damn feel though Happy Face Smiley,0,0.487,0.513,0.5859,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,09/15/09 12:51 AM,562,146858,93.49,0.02,155268,0.49,0.06,,
7111,8de8bd927b7382cb4fa28b96d9c1d539,thinking maybe need visit peep point cali hes single excuse to holla san francisco san diego Happy Face Smiley gonna add todo list here around point wow i'm hopeless Confusion,0.178,0.093,0.729,-0.2732,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,07/21/09 02:55 AM,562,146858,93.49,0.02,155268,0.49,0.06,,
7112,8de8bd927b7382cb4fa28b96d9c1d539,big bet wsop final table bet win v win propname winner tie figure 31 751 loooove bet no oddsConfusion wanted book action v saw bellagio side anymore ship ev kidd,0,0,1,0,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,09/20/09 12:23 AM,562,146858,93.49,0.02,155268,0.49,0.06,,
7113,8de8bd927b7382cb4fa28b96d9c1d539,feel thing hard,0.118,0.129,0.753,0.0516,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,09/20/09 05:27 PM,562,146858,93.49,0.02,155268,0.49,0.06,,
7114,8de8bd927b7382cb4fa28b96d9c1d539,wow played cod4mw2 3 buddies felt college,0,0.375,0.625,0.34,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,08-06-2009 03:53,562,146858,93.49,0.02,155268,0.49,0.06,,
7115,8de8bd927b7382cb4fa28b96d9c1d539,thanks mom amazing feast crashed afterwards caught 15 hour sleep early poway ready go whos there,0,0,1,0,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,09/28/09 08:40 PM,562,146858,93.49,0.02,155268,0.49,0.06,,
7116,8de8bd927b7382cb4fa28b96d9c1d539,15k bellagio today race,0,0,1,0,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,10/14/09 11:23 PM,562,146858,93.49,0.02,155268,0.49,0.06,,
7117,8de8bd927b7382cb4fa28b96d9c1d539,went paintballing sd always time bruise away days memory capping friend lifetime,0,0.516,0.484,0.4939,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,08-11-2009 17:35,562,146858,93.49,0.02,155268,0.49,0.06,,
7118,8de8bd927b7382cb4fa28b96d9c1d539,thanks beauty anything iwantdelivery com callofduty 4mw2 place now small delivery charge along chipotleConfusion ive hearing amazing thing best fps since counterstrikeConfusion might gaming,0,0.355,0.645,0.0258,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,08/30/09 03:59 AM,562,146858,93.49,0.02,155268,0.49,0.06,,
7119,8de8bd927b7382cb4fa28b96d9c1d539,night liver took team,0,0,1,0,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,10/22/09 01:51 AM,562,146858,93.49,0.02,155268,0.49,0.06,,
7120,8de8bd927b7382cb4fa28b96d9c1d539,mission gym body changing daily feel better while exercise healthy drug,0,0,1,0,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,10/26/09 05:11 AM,562,146858,93.49,0.02,155268,0.49,0.06,,
7121,8de8bd927b7382cb4fa28b96d9c1d539,currently reading fooled randomness put book midst reverie airplane window felt brain bad sieve realizing bound forget wonderful thing reading could remember everything useful ive learned forgotten,0,0,1,0,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,09/16/09 05:59 PM,562,146858,93.49,0.02,155268,0.49,0.06,,
7122,8de8bd927b7382cb4fa28b96d9c1d539,anything destruction rv outside la vega desert,0,0,1,0,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,10-03-2009 17:11,562,146858,93.49,0.02,155268,0.49,0.06,,
7123,8de8bd927b7382cb4fa28b96d9c1d539,current favorite song chainside die club mixConfusion,0.316,0.421,0.263,0.2023,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,09/22/09 10:47 PM,562,146858,93.49,0.02,155268,0.49,0.06,,
7124,8de8bd927b7382cb4fa28b96d9c1d539,san diego xmas,0,0,1,0,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,10-03-2009 07:28,562,146858,93.49,0.02,155268,0.49,0.06,,
7125,8de8bd927b7382cb4fa28b96d9c1d539,relatively short stack 3 bellagio 15k tourney leave play now,0,0,1,0,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,11/15/09 04:12 AM,562,146858,93.49,0.02,155268,0.49,0.06,,
7126,8de8bd927b7382cb4fa28b96d9c1d539,finished fooled randomness excellent book recommend anyone 80 page chaos enjoying it reading,0,0,1,0,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,11/16/09 05:21 PM,562,146858,93.49,0.02,155268,0.49,0.06,,
7127,8de8bd927b7382cb4fa28b96d9c1d539,think backgammon fun,0,0,1,0,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,11/26/09 09:37 PM,562,146858,93.49,0.02,155268,0.49,0.06,,
7128,8de8bd927b7382cb4fa28b96d9c1d539,early morning 9Happyfacesmiley0amConfusion himself quality reading chaos propnameWinkorsmirk btw scale quality reading how focuseddistractedtired etcConfusion reading pretty solid,0,0,1,0,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,09/24/09 01:22 AM,562,146858,93.49,0.02,155268,0.49,0.06,,
7129,8de8bd927b7382cb4fa28b96d9c1d539,stoked bc big grocery store nice gym pinkberry best workout carbs everConfusion within 1 block penthouse ipanema mention beach block away place beach heaven,0.545,0,0.455,-0.5859,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,10-07-2009 22:11,562,146858,93.49,0.02,155268,0.49,0.06,,
7130,8de8bd927b7382cb4fa28b96d9c1d539,beautiful life family friends amazing could genie bottle wish including kind extension perfect knowledge ie complete knowledge everything already known possibly knowable human mind excluding future eventsConfusion,0.133,0.487,0.38,0.6808,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,11/21/09 02:41 AM,562,146858,93.49,0.02,155268,0.49,0.06,,
7131,8de8bd927b7382cb4fa28b96d9c1d539,taking care minute business tomorrow brazil Happyfacesmiley,0,0.236,0.764,0.6036,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,11/27/09 09:45 PM,562,146858,93.49,0.02,155268,0.49,0.06,,
7132,8de8bd927b7382cb4fa28b96d9c1d539,missed connecting flight atlanta rio night spend 24 hour atlanta catch flight later today freezing here longsleeve top single pair jeans hello hotel room movies might coming cold too wow hope quick go away,0,0.444,0.556,0.34,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,11/30/09 05:03 AM,562,146858,93.49,0.02,155268,0.49,0.06,,
7133,8de8bd927b7382cb4fa28b96d9c1d539,brazil 2 whole day travelling,0,0,1,0,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,12-02-2009 20:13,562,146858,93.49,0.02,155268,0.49,0.06,,
7134,8de8bd927b7382cb4fa28b96d9c1d539,rolled bed sure plan yet cares along ride,0,0,1,0,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,12-07-2009 00:00,562,146858,93.49,0.02,155268,0.49,0.06,,
7135,8de8bd927b7382cb4fa28b96d9c1d539,wow enjoy watching movies watched house sand fog older movie excellent emotionally powerful avatar 3d imax week ago also excellent many different reasons fine movie excite imagination instead emotions,0.464,0,0.536,-0.3818,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,11/19/09 05:50 PM,562,146858,93.49,0.02,155268,0.49,0.06,,
7136,8de8bd927b7382cb4fa28b96d9c1d539,vegas victory poker reality,0,0,1,0,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,11-06-2009 22:48,562,146858,93.49,0.02,155268,0.49,0.06,,
7137,8de8bd927b7382cb4fa28b96d9c1d539,spent 45 hour week playing video game mass effect 2 awesome glad back hitting gym hard,0.433,0,0.567,-0.7269,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,07-06-2009 23:17,562,146858,93.49,0.02,155268,0.49,0.06,,
